seq_name,duplicate_seqs
EF060265.1,EF060266.1
KU683060.1,KU683069.1;KU683263.1
KF162721.1,KF162750.1
MF523077.1,MF523119.1
KU131350.1,KU131351.1
KC345801.1,KC345802.1
KX457579.1,KX457594.1
KU683215.1,KU683311.1;KU683388.1
KC622250.1,KC622251.1
KU683062.1,KU683261.1
KF162723.1,KF162975.1
KF450995.1,KY824901.1
KY408145.1,KY408192.1;KY408201.1;KY408203.1;KY408205.1;KY408206.1;KY408208.1;KY408211.1;KY408214.1;KY408227.1;KY408230.1;KY408238.1;KY408247.1
JX153201.1,JX153261.1;JX153541.1;JX153567.1;JX153615.1
KU683213.1,KU683233.1
KY645771.1,KY645781.1;KY645785.1
KX456678.1,KX456679.1
KY409035.1,KY409099.1;KY409131.1;KY409154.1;KY409171.1;KY409182.1;KY409208.1;KY409460.1;KY409566.1;KY409782.1;KY409908.1;KY410201.1
KP346038.1,KP346040.1
KX681447.1,KX686743.1;KX946875.1
EF429136.1,EF429137.1;EF429138.1
KY409869.1,KY410171.1
KT697998.1,KT698029.1
KX456507.1,KX456870.1
AP008544.1,AP008559.1
MG273112.1,MG273130.1
MF057519.1,MF057534.1;MF057687.1;MF057690.1;MF057695.1;MF057797.1;MF057830.1;MF057860.1;MF057953.1;MF057990.1;MF058002.1;MF058037.1;MF058047.1;MF058299.1;MF058386.1;MF058407.1;MF058429.1;MF058440.1
JX153211.1,JX153253.1;JX153663.1
JQ045115.1,JQ045121.1
EU621708.1,JQ703021.1
KJ154841.1,KJ154845.1;KJ154848.1;KJ154850.1;KJ154855.1;KJ154856.1
EU597564.1,KJ445959.1;KJ445960.1;KJ445961.1
JX153878.1,KF162978.1
FJ951465.1,FJ951567.1
JQ324621.1,JQ324757.1;JQ324767.1;JQ324806.1
KX456962.1,KX457161.1;KX457162.1;KX457164.1;KX457474.1
JX153421.1,JX154036.1;KF162910.1
KY408179.1,KY408193.1;KY408215.1
HM107344.1,HM107345.1
KY409133.1,KY409556.1;KY409890.1
KF148396.1,KF148445.1;KF148545.1
KF056276.1,KF056277.1;KF056278.1
KU683494.1,KU683587.1
JF431064.1,JF431065.1
KC252442.1,KC252562.1
KJ154549.1,KJ154571.1;KJ154572.1;KJ154602.1;KJ154644.1
EU855118.1,JQ703378.1
KF450951.1,KY824899.1
JQ705028.1,MG970571.1
KJ154616.1,KJ154617.1;KJ154623.1
JX153427.1,KF162870.1
AP008578.1,AP008770.1
KX456901.1,KX456903.1;KX456908.1
KU682889.1,KU683455.1
KC345865.1,KC345955.1;KC345988.1;KC345992.1
KF148075.1,KF148082.1
MF498729.1,MF498730.1
KF161363.1,KF161557.1
JQ324725.1,JQ324775.1
KU683043.1,KU683502.1
KJ154221.1,KJ154238.1;KJ154251.1;KJ154422.1;KJ154426.1
KY645726.1,KY645733.1
KF161341.1,KF161903.1
FJ499497.1,GU296585.1
KX675317.1,KX675319.1
KY409677.1,KY410186.1
KF148361.1,KF148371.1
JX303769.1,JX303819.1;JX303860.1;JX303866.1
KJ154646.1,KJ154649.1
MF695959.1,MF695989.1
KY645720.1,KY645744.1;KY645749.1
JX153433.1,JX153512.1
AP012416.1,AP012425.1
EU095550.1,EU095551.1
EU597492.1,KJ446379.1
KM101802.1,KY474058.1
MF057933.1,MF695871.1
AY339418.1,AY339419.1
JX900464.1,JX900611.1
HM804485.1,HQ025914.1
MF055945.1,MF056361.1
KY409504.1,KY409515.1
KC345946.1,KC345947.1;KC346232.1
KF161069.1,KF162143.1
DQ902704.1,DQ902710.1;FJ493512.1
MF057564.1,MF057604.1;MF057810.1;MF057847.1;MF057977.1;MF058080.1;MF058266.1;MF058349.1
HQ213857.1,HQ224515.1
MF055980.1,MF056422.1;MF056431.1;MF056638.1;MF057020.1;MF057099.1
DQ830736.2,JQ703122.1
MF055989.1,MF056225.1;MF056393.1;MF056635.1;MF056845.1
KC622077.1,KC622114.1;KC622115.1
KY645730.1,KY645763.1;KY645764.1;KY645775.1
EU935433.1,EU935436.1;EU935445.1
KF148517.1,KF148538.1
JF903928.1,MG201874.1
AY339434.1,AY339435.1;AY339436.1;AY495325.1
KY409383.1,KY409652.1;KY409900.1;KY410081.1
KF162713.1,KF163051.1
EU935435.1,EU935441.1;EU935447.1
KY409006.1,KY409874.1
KF451021.1,KF451598.1
MF056232.1,MF056275.1;MF056449.1;MF056586.1;MF056599.1;MF056600.1;MF056732.1;MF056742.1;MF056899.1;MF056981.1;MF057068.1;MF057222.1;MF057223.1
JQ702529.1,KJ446314.1
JQ705981.1,KF161731.1;MF975782.1
GQ983059.1,GQ983081.1
KX457300.1,KX457301.1
KY408351.1,KY408512.1;KY408587.1;KY408590.1;KY408740.1;KY408834.1
EU007839.1,KF874360.1
KF148201.1,KJ856675.1
DQ301811.1,KM101691.1
FJ951510.1,FJ951575.1
KT725977.1,KT725985.1
KX456714.1,KX456719.1;KX456724.1
KJ185472.1,KJ185538.1;KJ185628.1;KJ185629.1;KJ185642.1;KJ185643.1;KJ185645.1;KJ185703.1;KJ185708.1;KJ185711.1;KJ185739.1;KJ185743.1;KJ185880.1;KJ185908.1;KJ185912.1;KJ185957.1
JX152850.1,JX153790.1;JX153856.1;KF162534.1
KP240753.1,KP240865.1
JX153984.1,KF162946.1
KF451015.1,KF451595.1;KF451596.1
MF058319.1,MF058324.1;MF058325.1;MF058327.1;MF058332.1
JN214449.1,KC622070.1
AY339402.1,AY339403.1
KC346096.1,KC346134.1
JF824823.2,JF824916.2
KF451013.1,KF451020.1
KY409547.1,KY409581.1;KY409762.1;KY410210.1
KX456852.1,KX456864.1
JQ324718.1,JQ324729.1
KC911473.1,KC911624.1
KX456828.1,KX457526.1
KF540751.1,KF540758.1
KX457334.1,KX457337.1
KT698035.1,KT698037.1;KT698038.1
KY409054.1,KY409156.1;KY409939.1
JX153768.1,KF162752.1;KF163043.1
KT213769.1,KT213790.1;KT213800.1;KT213819.1;KT213823.1
FJ383622.1,FJ383623.1;FJ383628.1
KC346199.1,KC346202.1;KC346203.1
MF362764.1,MF362800.1
MF055847.1,MF057683.1
KY409351.1,KY409419.1
JF824835.2,JF824928.2
JQ324885.1,KJ446293.1
KJ185564.1,KJ185651.1
EU007842.1,KF874351.1
JX120754.1,JX120758.1;JX120759.1;JX120773.1;JX120774.1
KF451076.1,KF451077.1
KU686545.1,KU686607.1
KC251760.1,KC252401.1
KU686644.1,KU686645.1;KU686652.1;KU686656.1
KJ446318.1,KJ446319.1
KC252337.1,KC252409.1
KY825067.1,KY825068.1
KC622076.1,KC622220.1;MF695954.1
MF056196.1,MF056200.1
MF056516.1,MF056526.1;MF056534.1;MF056591.1;MF056709.1
KC252339.1,KC252343.1;KC252430.1
KF056266.1,KF056267.1
JX152940.1,JX153413.1;KF162853.1
KJ154215.1,KJ154305.1;KJ154319.1
KY670881.1,KY670893.1
MF057366.1,MF057873.1;MF058516.1
KF148142.1,KF148164.1
KF451722.1,KF451730.1
JF824827.2,JF824920.2
AP008435.1,AP008735.1
EU273490.1,EU273498.1
MF055838.1,MF058374.1;MF058396.1
KY409536.1,KY410110.1
FJ348175.1,FJ348187.1
JX152954.1,JX153655.1
JQ702087.1,JQ702999.1
AF382006.1,AY495289.1;AY495293.1;KF057946.1;KF162202.1
FJ348199.1,FJ348200.1
MF055784.1,MF055798.1;MF055822.1;MF057249.1;MF057264.1;MF057276.1;MF057398.1;MF057765.1
KJ669104.1,KJ669105.1
KJ154506.1,KJ154547.1;KJ154548.1;KJ154552.1;KJ154556.1;KJ154565.1
KU523343.1,KU523345.1
KF161564.1,KF161955.1
KY408298.1,KY408373.1;KY408486.1;KY408522.1;KY408535.1;KY408544.1;KY408546.1;KY408581.1;KY408593.1;KY408607.1;KY408623.1;KY408632.1;KY408640.1;KY408674.1;KY408677.1;KY408690.1;KY408693.1;KY408695.1;KY408718.1;KY408729.1;KY408734.1;KY408763.1;KY408770.1;KY408775.1;KY408786.1;KY408814.1
KF540967.1,KF540987.1;KF540991.1;KF541000.1;KF541001.1
KF540759.1,KF540782.1;KF540791.1;KF540801.1;KF540823.1;KF540849.1
JX120750.1,JX120751.1;JX120752.1
KU523341.1,KU523346.1
KF055873.1,KF055885.1;KF055886.1
FJ348195.1,JQ703141.1
KJ154500.1,KJ154688.1;KJ154716.1;KJ154938.1;KJ154940.1
JX153451.1,JX153746.1
MF043459.1,MF043477.1
GU392090.1,GU392091.1;GU392092.1
KC711009.1,KC711010.1;KC711011.1;KC711012.1
KY409299.1,KY409948.1
FJ383784.1,FJ383785.1;FJ383786.1;FJ383789.1;FJ383796.1;FJ383797.1;FJ383802.1;FJ383805.1
JQ704690.1,MG548632.1
KF540757.1,KF540786.1;KF540800.1;KF540904.1;KF540914.1
JQ324536.1,JQ324719.1
FJ383782.1,FJ383783.1
MG272905.1,MG272911.1
KY408198.1,KY408204.1
JX152920.1,JX152921.1;KF162670.1
JX413024.1,JX413025.1
KY645679.1,KY645723.1;KY645760.1
GU392094.1,GU392095.1
KC911277.1,KC911283.1;KC911297.1;KC911318.1
EU443467.1,EU443469.1
KC345832.1,KC345855.1;KC345864.1
KU683198.1,KU683293.1
FJ383780.1,FJ383806.1
JF824825.2,JF824918.2
EU482307.1,FJ951440.1
DQ902696.1,DQ902705.1
JX987442.1,KC252555.1
MF058079.1,MF058385.1;MF058590.1
KY409341.1,KY409614.1;KY409672.1;KY409970.1
AP008665.1,AP011018.1
JX152965.1,JX153218.1;JX153612.1;JX153630.1;JX153829.1;MF497487.1
KJ154554.1,KJ154705.1
FJ383442.1,FJ383443.1;FJ383444.1;FJ383446.1;FJ383448.1
KJ185784.1,KJ185789.1;KJ185792.1
JX900346.1,JX900353.1;JX900354.1;JX900359.1;JX900366.1;JX900653.1;JX900670.1
KX228184.1,KX228185.1
JF824829.2,JF824922.2
KX456731.1,KX456737.1;KX456745.1
JX152967.1,JX153578.1;JX153605.1;KY771076.1;KY771077.1
MF055808.1,MF055904.1;MF057296.1;MF057304.1;MF057309.1;MF057426.1
KJ445879.1,KJ445880.1;KJ445881.1;KJ445882.1
KF148294.1,KF148409.1
MF522870.1,MF522879.1;MF522905.1
KC911481.1,KC911507.1
KX456733.1,KX456738.1;KX456739.1;KX456743.1;KX456751.1
KY408383.1,KY408533.1;KY408586.1;KY408603.1;KY408732.1
EU482313.1,EU482330.1
KY645677.1,KY645705.1
JX900731.1,JX900732.1;JX900742.1;JX900750.1;JX900753.1
MF056190.1,MF056280.1;MF056387.1;MF056537.1;MF056893.1;MF057239.1
MF695982.1,MF696087.1
KY083714.1,KY083715.1
EU482309.1,EU482327.1
KY645691.1,KY645829.1
KC993921.1,KC993928.1
KY409706.1,KY409831.1
MF057855.1,MF058404.1
KU683319.1,KU683354.1
AY339466.2,AY339470.2;AY339471.1
EU092687.1,EU547188.2
KX457483.1,KX457487.1;KX457488.1
FJ383225.1,FJ383231.1;FJ383233.1
KP172322.1,KP172336.1
MF058384.1,MF058449.1
EU092685.1,EU092757.1
KX457620.1,KX457638.1
KY409268.1,KY409411.1
JX153748.1,JX153769.1
JQ705937.1,JQ705950.1
KF541018.1,KF541029.1;KF541040.1
KY824827.1,MF362838.1
KJ154550.1,KJ154640.1
KJ185958.1,KJ185959.1;KJ185960.1;KJ185961.1
FJ383670.1,FJ383672.1
KY408459.1,KY408762.1
KX457210.1,KX457225.1
MF057712.1,MF057713.1;MF057723.1;MF057728.1;MF057729.1;MF057793.1;MF057885.1;MF057979.1
HQ724528.1,JN411083.1
FJ383751.1,FJ383753.1;FJ383755.1
KC622142.1,KC622197.1
MG273091.1,MG273092.1
MG272821.1,MG272827.1;MG272837.1;MG272887.1;MG272888.1;MG272890.1;MG272894.1
KC711019.1,KC711020.1
MF055894.1,MF057355.1
KJ446633.1,KJ446635.1
KJ856678.1,KJ856714.1
KC346116.1,KC346122.1
KY409654.1,KY409920.1;KY410033.1
AP008351.1,AP009466.1;AP010717.1;AP010997.1
KP346036.1,KP346043.1
KY408258.1,KY408491.1;KY408527.1;KY408550.1;KY408598.1;KY408629.1;KY408725.1;KY408731.1
MG429003.1,MG429015.1
JQ324906.1,JQ324910.1
KF540559.1,KF540568.1;KF540581.1;KF540582.1;KF540944.1
KF161740.1,KM273042.1
JX153313.1,JX153526.1;JX153699.1;JX153744.1;JX153941.1;KF162662.1;KF162988.1
KY645913.1,KY645920.1
KU867589.1,KX055570.1
EU597533.1,KJ446480.1
EU677421.1,HM474856.1
KY408602.1,KY408777.1
KM101641.1,KM101725.1
KX456955.1,KX457269.1;KX457584.1
JX303792.1,JX303863.1
MF523165.1,MF523217.1
KJ154876.1,KJ154886.1
MF043463.1,MF043482.1;MF043517.1
KY410011.1,KY410031.1
FJ383658.1,FJ383659.1
JX900740.1,JX900814.1
MF522907.1,MF522961.1
MF055912.1,MF057318.1;MF057386.1;MF057404.1;MF057407.1
GQ200592.2,HM102317.1;JQ702280.1
AY339561.2,AY339562.2
KF148336.1,KF148351.1;KF148369.1
KC257324.1,KC257326.1;KC257327.1;KC257328.1;KC257331.1;KC257332.1;KC257333.1;KC257355.1
KX456657.1,KX456659.1;KX456667.1
KY645907.1,KY645923.1;KY645925.1
KX690094.1,KX786651.1;KX842079.1;KX881968.1;KX953877.1
FJ460550.1,FJ460553.1;FJ460556.1
MG272975.1,MG272987.1;MG272989.1;MG272991.1
KF162886.1,KF163041.1
KY408194.1,KY408196.1
KP172423.1,KP172424.1;KP172430.1
KF541035.1,KF541051.1
KX358494.1,KX358495.1
MF057730.1,MF057733.1
KX457177.1,KX457435.1;KX457439.1
KY410064.1,KY410086.1
KF148449.1,KF148479.1
KJ185487.1,KJ185488.1
KJ676781.1,KJ676787.1
MF057736.1,MF058550.1
FJ157838.1,FJ157839.1;FJ157840.1
MG272767.1,MG272770.1
KC994075.1,KC994084.1
KX456839.1,KX457003.1;KX457016.1;KX457018.1
EU482351.1,KF874330.1
KJ801477.1,KJ801478.1
KC346015.1,KC346017.1;KC346018.1
FJ383561.1,FJ383565.1
HQ610936.1,HQ610958.1;J01415.2
JX900609.1,JX900624.1
KC911518.1,KC911523.1
JX153514.1,JX160107.1
KC622217.1,KC622260.1
KU682986.1,KU682991.1
MF056905.1,MF056906.1
KC711001.1,KC711002.1;KC711003.1;KC711004.1;KC711005.1;KC711006.1
KC286590.1,MG668999.1
JQ324667.1,JQ324751.1
KC252498.1,KC252533.1
MF058235.1,MF058245.1
KJ185827.1,KJ185982.1
MF057535.1,MF057559.1;MF058392.1
KU682978.1,KU683360.1
HM185208.1,HM185209.1
KF540561.1,KF540592.1
MF522911.1,MF522936.1
JX900674.1,JX900680.1
KU683234.1,KU683550.1;KU683586.1
MF057489.1,MF057491.1
EF459669.1,EF583178.1;EU547187.1
DQ341085.1,DQ341086.1
KJ446390.1,KJ446391.1;KJ446392.1
FJ383398.1,FJ383399.1;FJ383400.1
KX456782.1,KX456788.1
KX457546.1,KX457553.1;KX457562.1;KX457563.1;KX457564.1;KX457569.1;KX457573.1;KX457574.1
KF451507.1,KF451515.1;KF451518.1;KF451525.1;KF451526.1;KF451529.1
KF148103.1,KF148561.1
MH368731.1,MH368733.1;MH368734.1
KU683059.1,KU683099.1;KU683137.1;KU683222.1;KU683347.1
EU597519.1,KJ446555.1
AY339413.1,AY339414.1;AY339415.1;AY339416.1
KY409633.1,KY410107.1;KY410139.1
FJ383575.1,GQ337614.1
JF958132.1,JQ703712.1
KP240787.1,KP240833.1
KU683067.1,KU683089.1
KC782346.1,MG646091.1;MG646121.1;MG646160.1;MG646244.1
KU683328.1,KU683369.1;KU683381.1
KT725923.1,KT726069.1;KT726110.1
KX457627.1,KX457628.1
KX456949.1,KX457165.1
KF540608.1,KF540652.1
JQ324546.1,JQ702660.1
KX457001.1,KX457005.1;KX457010.1;KX457014.1
KY797178.1,KY797209.1;KY797243.1
JQ797954.1,JQ797955.1;JQ797956.1
KP407064.1,KP407065.1
FJ467987.1,FJ467988.1
KY409039.1,KY409058.1;KY409075.1;KY409173.1;KY409192.1
KC622083.1,KC622103.1;KC622138.1;KC622208.1
KX456643.1,KX456650.1;KX456653.1
JQ797958.1,JQ797959.1
JX153214.1,JX153566.1;JX171111.1;JX171112.1
MF523060.1,MF523062.1
DQ301799.1,DQ301801.1
KU683048.1,KU683500.1
HM771124.1,HM771138.1
HM771229.1,HM771230.1
KU682904.1,KU682915.1
EU597529.1,KJ446041.1
KX456967.1,KX457598.1
EU092954.1,JQ702261.1
JX152888.1,JX153686.1
KF056291.1,KF056292.1
HM852849.1,HM852865.1;HM852866.1;HM852894.1
KX456780.1,KX457486.1
KC345969.1,KC345971.1;KC345973.1;KC345976.1;KC345978.1;KC345979.1
FJ383382.1,FJ383383.1
KJ446217.1,KJ446220.1
MF057502.1,MF057511.1;MF058163.1
MF588815.1,MF588846.1
MG272922.1,MG272923.1
KJ154439.1,KJ154447.1
MF695992.1,MF695994.1
HM107309.1,HM107310.1
KF540869.1,KF540876.1
KF540616.1,KF540655.1
JQ324792.1,JQ324875.1
JX153260.1,JX153616.1;KY799076.1
JN048461.1,JN048462.1;JN048463.1
KP407052.1,KP407053.1
MF498677.1,MF498678.1
JQ702284.1,KF908852.1
JX152898.1,JX153384.1;JX153881.1
KY645898.1,KY645939.1
KX675300.1,KX675311.1
KR051235.1,KR809712.1;KU291444.1
KX457032.1,KX457036.1
KF148111.1,KF148117.1
GQ888723.1,JQ324905.1;JQ324921.1
JQ324613.1,JQ324665.1
KY645567.1,KY645575.1;KY645584.1
MG272926.1,MG272932.1
KF451282.1,KF451535.1
KJ801465.1,KJ801466.1;KJ801467.1
JX152868.1,JX153736.1
KU682900.1,KU683076.1;KU683264.1;KU683308.1;KU683461.1;KU683490.1;KU683554.1
KJ446482.1,KJ446483.1;KJ446484.1
MF588817.1,MF588823.1
AP008511.1,AP008918.1;AP009460.1
KY408893.1,KY408944.1;KY409000.1;KY409057.1;KY409655.1;KY409715.1;KY410062.1;KY410070.1;KY410120.1
JX153533.1,JX153775.1;KF162405.1
MF058155.1,MF058389.1;MF695917.1
KX457407.1,KX457418.1
KC622163.1,KC622221.1
KC345852.1,KC346025.1
MF522849.1,MF522861.1;MF522888.1;MF523094.1
KY408891.1,KY408945.1;KY409049.1;KY409136.1;KY409205.1;KY409214.1
KM986597.1,KM986602.1
KJ857246.1,KM357279.1
MF043499.1,MF522854.1
KF148530.1,KF148540.1
KY645569.1,KY645577.1
JX152857.1,JX153727.1
KU752561.1,KU752565.1
KU682924.1,KU683271.1
KC622161.1,KC622175.1
FJ383416.1,FJ383418.1
KX833061.1,KX833065.1
MF056806.1,MF057092.1
KY408363.1,KY408662.1;KY408818.1
KU683124.1,KU683131.1
KC998703.1,KC998704.1
GU296559.1,GU296577.1
MG571208.1,MG571213.1;MG571215.1;MG571217.1;MG571220.1
KF451036.1,KF451039.1
KC993974.1,KC993983.1
KY408867.1,KY408906.1;KY408926.1;KY408937.1;KY409146.1;KY409938.1
KU683153.1,KU683485.1;KU683519.1
KU686588.1,KU686665.1
KC345868.1,KC345901.1;KC346170.1
FJ951569.1,FJ951571.1;KF148179.1;KF148215.1;KF148249.1
KY409592.1,KY410022.1
JX153390.1,JX153490.1;KF162613.1
MF056041.1,MF056100.1;MF056159.1;MF056293.1;MF056348.1;MF056749.1;MF056811.1;MF056976.1;MF057122.1;MF057133.1;MF057135.1;MF057195.1;MF057232.1
KC252353.1,KC252484.1
DQ304971.1,KM986521.1
KY409570.1,KY409839.1
JX153182.1,JX154007.1
KF056258.1,KF056259.1
KY408321.1,KY408474.1;KY408492.1;KY408529.1;KY408555.1;KY408578.1;KY408634.1;KY408645.1;KY408683.1;KY408750.1;KY408766.1
JX900576.1,JX900587.1;JX900588.1;JX900597.1;JX900765.1
MG571142.1,MG571146.1
KF161300.1,KF162077.1
KU683242.1,KU683503.1;KU683512.1
MF058262.1,MF058263.1
KT725951.1,KT726101.1;KT726102.1
KY408846.1,KY408851.1;KY408903.1;KY408931.1;KY408953.1;KY409034.1;KY409069.1;KY409108.1;KY409124.1;KY409164.1;KY409175.1;KY409185.1;KY409815.1;KY409818.1;KY410117.1
MF056832.1,MF056838.1
JX152991.1,JX153258.1
KJ154860.1,KJ154897.1
KY645833.1,KY645921.1
KM986548.1,KM986552.1
KF540709.1,KF540713.1
KF148250.1,KF148542.1;KF148571.1
EU233797.1,FJ664616.1
EU935458.1,EU935462.1
KY409578.1,KY410029.1
AP012381.1,AY963576.2
KJ154759.1,KJ154762.1;KJ154764.1;KJ154776.1
JF824891.2,JF824984.2
JX900401.1,JX900795.1
JQ798056.1,KF451836.1
GU392058.1,GU392059.1
KF898135.1,KF898137.1;KF898138.1;KF898139.1;KF898140.1;KF898142.1;KF898143.1;KF898144.1
JX153617.1,JX171087.1
KY680835.1,KY680836.1;KY680837.1
DQ282477.1,DQ282481.1
JQ703821.1,MG807267.1
JQ705092.1,KC907699.1
MF381516.1,MF381517.1
KY645609.1,KY645918.1
KY645581.1,KY645583.1
KJ486154.1,KM676292.1;KM676293.1
KU683057.1,KU683276.1
FJ467989.1,FJ467990.1;FJ467991.1;FJ467992.1
KJ154212.1,KJ154314.1;KJ154452.1
KT725979.1,KT726017.1
JX153158.1,JX153675.1
KJ185729.1,KJ185730.1
KX457530.1,KX457534.1;KX457536.1;KX457538.1;KX457542.1;KX457549.1;KX457550.1;KX457577.1
GU810039.1,GU810043.1;GU810054.1
JX297133.1,JX297184.1
EF184586.1,EF184590.1
KC622101.1,KC622126.1;KC622241.1;KC622253.1;KC622262.1
KC345975.1,KC346088.1
JX153637.1,KF162646.1
KY409523.1,KY410071.1
KF540752.1,KF540768.1;KF540794.1;KF540795.1;KF540816.1;KF540848.1;KF540853.1;KF540866.1;KF540868.1;KF540871.1;KF540881.1;KF540899.1;KF540903.1;KF540908.1;KF540916.1;KF540919.1;KF540921.1
KF162092.1,KY670892.1
MF696096.1,MF696106.1
KX457336.1,KX457347.1
EU443454.1,EU443457.1;FJ383251.1;FJ383252.1;FJ383253.1;FJ383254.1
GU392099.1,GU392100.1;GU392101.1
KC733248.1,KC733249.1
MF056138.1,MF056462.1
MG637067.1,MG637068.1
JX900405.1,JX900843.1
JQ703916.1,MG646140.1
JN897374.1,JQ704778.1
MF362780.1,MF362787.1
MH368730.1,MH368732.1;MH368735.1
KP346037.1,KP346047.1
MF058106.1,MF058112.1
KC622117.1,MF696109.1
KF451325.1,KF451326.1
JX152917.1,JX153778.1
KF056302.1,KF056303.1
KF540512.1,KF540521.1;KF540528.1
KY645635.1,KY645641.1;KY645643.1;KY645645.1
KF148096.1,KF148447.1
MF057581.1,MF057614.1;MF057709.1;MF057840.1;MF057886.1;MF057893.1;MF058242.1;MF058256.1
GU733725.1,GU733760.1
JF431049.1,JF431050.1;JF431051.1;JF431052.1
JX900423.1,JX900444.1;JX900451.1;JX900501.1;JX900566.1;JX900601.1;JX900606.1;JX900836.1
KC346140.1,KC346166.1;KC346172.1
JX303878.1,MF381536.1
AP008603.1,AP010679.1
MF056601.1,MF056605.1;MF057056.1
KF056300.1,KF056301.1
KF148094.1,KF148227.1;KF148379.1;KF148434.1;KF148450.1
KX457087.1,KX457089.1
JX152919.1,KF162859.1
JX153929.1,KF162890.1
FJ383698.1,FJ383700.1
MF057591.1,MF057671.1;MF057787.1;MF057882.1;MF058090.1;MF058137.1;MF058341.1;MF058424.1
JX153299.1,JX153480.1
JX152939.1,JX153507.1;JX153709.1
KX457142.1,KX457151.1
KJ446709.1,KJ446710.1
EU443474.1,FJ383245.1
HM036568.1,HM036569.1;HM036570.1
KY645678.1,KY645756.1
GU392054.1,GU392055.1
KF577587.1,KF577589.1
JX171135.1,JX171136.1
KJ185433.1,KJ185881.1;KJ185882.1
KF161851.1,KF162183.1
MF523161.1,MF523216.1
KX456768.1,KX456952.1
KF540526.1,KF540527.1;KF540531.1;KF540536.1
KJ154902.1,KJ154933.1
JX153295.1,KF451074.1;KY782206.1
MF056126.1,MF056272.1;MF056979.1;MF057088.1;MF057105.1
KY408932.1,KY409120.1;KY409597.1
GU392072.1,GU392073.1;GU392074.1
MF057397.1,MF057402.1
KC346150.1,KC346159.1;KC346161.1
MF695875.1,MF695895.1
MF057150.1,MF057162.1
EU935444.1,EU935452.1
KU683080.1,KU683173.1
JX152974.1,JX152994.1;JX153558.1
KJ154592.1,KJ154596.1;KJ154597.1
KJ185592.1,KJ185932.1;KJ185942.1;KJ185953.1;KJ185954.1
JX152798.1,JX152814.1
KX457144.1,KX457148.1
JQ704271.1,MG571130.1
MF058322.1,MF058330.1
JN214468.1,JN214473.1
KY645767.1,KY645768.1
MF381401.1,MF381500.1;MF381504.1
KF162041.1,KF162240.1
KF148177.1,KF148219.1;KF148239.1;KF148243.1;KF148477.1;KF148490.1;KF148496.1;KF148497.1;KF148500.1;KF148533.1
JQ797897.1,JQ797898.1
KX457585.1,KX457592.1
JX153176.1,JX153179.1;JX153189.1;KF162693.1
JX303892.1,JX303901.1
KF148204.1,KF148206.1
KF162687.1,KF162926.1
EU935460.1,EU935466.1
JN214430.1,JN214435.1
DQ856317.1,EF064337.1
KJ446614.1,KJ446615.1;KJ446616.1;KJ446622.1;KJ446623.1;KJ446624.1
KY824820.1,KY824832.1;KY824853.1
KF540918.1,KF540925.1
JX153156.1,JX153794.1;JX153959.1
KJ801448.1,KJ801449.1
HM596644.1,HM596657.1
KX456740.1,KX456816.1;KX456948.1;KX457491.1;KX457667.1
KY409435.1,KY410121.1
KP229446.1,KP229453.1
MF057016.1,MF057017.1;MF057023.1
FJ383256.1,FJ383268.1;FJ383271.1
KY824822.1,KY824824.1
MF696133.1,MF696137.1
MF057995.1,MF058016.1;MF058586.1
MF057014.1,MF057161.1
MF057541.1,MF057678.1;MF058522.1
FJ951438.1,FJ951455.1
KF451048.1,KJ446386.1
KF540972.1,KF540973.1;KF540974.1;KF540975.1;KF540981.1;KF540989.1;KF540994.1;KF540995.1;KF540996.1;KF540999.1;KF541005.1;KF541006.1;KF541007.1
KC733262.1,KC733264.1
KY680828.1,KY680829.1
KX456684.1,KX456690.1
KJ185606.1,KJ185608.1
DQ305011.1,DQ305015.1
JF824840.2,JF824933.2
GU320211.1,GU361771.1
KF540893.1,KF540938.1
KY408924.1,KY408941.1;KY409056.1;KY409127.1;KY409141.1;KY409153.1;KY409187.1;KY409199.1;KY409211.1;KY409218.1;KY409701.1;KY409820.1;KY409917.1
MF055948.1,MF055960.1;MF056012.1;MF056013.1;MF056023.1;MF056025.1;MF056030.1;MF056031.1;MF056043.1;MF056057.1;MF056058.1;MF056063.1;MF056096.1;MF056119.1;MF056139.1;MF056202.1;MF056243.1;MF056248.1;MF056257.1;MF056266.1;MF056291.1;MF056301.1;MF056339.1;MF056353.1;MF056356.1;MF056366.1;MF056369.1;MF056388.1;MF056390.1;MF056429.1;MF056490.1;MF056500.1;MF056502.1;MF056505.1;MF056507.1;MF056513.1;MF056519.1;MF056603.1;MF056614.1;MF056617.1;MF056621.1;MF056629.1;MF056640.1;MF056645.1;MF056658.1;MF056660.1;MF056662.1;MF056666.1;MF056674.1;MF056692.1;MF056693.1;MF056695.1;MF056697.1;MF056710.1;MF056725.1;MF056730.1;MF056757.1;MF056773.1;MF056793.1;MF056800.1;MF056804.1;MF056815.1;MF056816.1;MF056846.1;MF056857.1;MF056866.1;MF056872.1;MF056956.1;MF056961.1;MF057012.1;MF057015.1;MF057022.1;MF057036.1;MF057041.1;MF057049.1;MF057050.1;MF057057.1;MF057059.1;MF057060.1;MF057065.1;MF057066.1;MF057067.1;MF057071.1;MF057077.1;MF057083.1;MF057087.1;MF057089.1;MF057104.1;MF057196.1;MF057202.1;MF057284.1;MF057292.1;MF057415.1;MF057452.1;MF057453.1;MF057454.1;MF057457.1
MG272836.1,MG272889.1
JX153543.1,JX153563.1
