Sequence,QC_Pass
KF161620.1,FALSE
KF161621.1,TRUE
KF161622.1,TRUE
KF161623.1,TRUE
KF161624.1,TRUE
KF161625.1,TRUE
KF161626.1,TRUE
KF161627.1,TRUE
KF161628.1,TRUE
KF161629.1,TRUE
KF161630.1,TRUE
KF161631.1,TRUE
KF161632.1,TRUE
KF161633.1,TRUE
KF161634.1,TRUE
KF161635.1,TRUE
KF161636.1,TRUE
KF161637.1,TRUE
KF161638.1,TRUE
KF161639.1,TRUE
KF161640.1,TRUE
KF161641.1,TRUE
KF161642.1,TRUE
KF161643.1,TRUE
KF161644.1,TRUE
KF161645.1,TRUE
KF161646.1,TRUE
KF161647.1,TRUE
KF161648.1,TRUE
KF161649.1,TRUE
KF161650.1,TRUE
KF161651.1,TRUE
KF161652.1,TRUE
KF161653.1,TRUE
KF161654.1,TRUE
KF161655.1,TRUE
KF161656.1,TRUE
KF161657.1,TRUE
KF161658.1,TRUE
KF161659.1,TRUE
KF161660.1,TRUE
KF161661.1,TRUE
KF161662.1,TRUE
KF161663.1,TRUE
KF161664.1,TRUE
KF161665.1,TRUE
KF161666.1,TRUE
KF161667.1,TRUE
KF161668.1,TRUE
KF161669.1,TRUE
KF161670.1,TRUE
KF161671.1,TRUE
KF161672.1,TRUE
KF161673.1,TRUE
KF161674.1,TRUE
KF161675.1,FALSE
KF161676.1,TRUE
KF161677.1,TRUE
KF161678.1,TRUE
KF161679.1,TRUE
KF161680.1,FALSE
KF161681.1,TRUE
KF161682.1,TRUE
KF161683.1,TRUE
KF161684.1,TRUE
KF161685.1,TRUE
KF161686.1,TRUE
KF161687.1,TRUE
KF161688.1,TRUE
KF161689.1,TRUE
KF161690.1,TRUE
KF161691.1,TRUE
KF161692.1,TRUE
KF161693.1,TRUE
KF161694.1,TRUE
KF161695.1,TRUE
KF161696.1,TRUE
KF161697.1,TRUE
KF161698.1,TRUE
KF161699.1,TRUE
KF161700.1,TRUE
KF161701.1,TRUE
KF161702.1,TRUE
KF161703.1,TRUE
KF161704.1,TRUE
KF161705.1,TRUE
KF161706.1,TRUE
KF161707.1,TRUE
KF161708.1,TRUE
KF161709.1,TRUE
KF161710.1,TRUE
KF161711.1,TRUE
KF161712.1,TRUE
KF161713.1,TRUE
KF161714.1,TRUE
KF161715.1,TRUE
KF161716.1,TRUE
KF161717.1,TRUE
KF161718.1,TRUE
KF161719.1,TRUE
KF161720.1,TRUE
KF161721.1,TRUE
KF161722.1,TRUE
KF161723.1,TRUE
KF161724.1,FALSE
KF161725.1,TRUE
KF161726.1,TRUE
KF161727.1,FALSE
KF161728.1,TRUE
KF161729.1,TRUE
KF161730.1,TRUE
KF161731.1,TRUE
KF161732.1,TRUE
KF161733.1,FALSE
KF161734.1,TRUE
KF161735.1,TRUE
KF161736.1,TRUE
KF161737.1,TRUE
KF161738.1,TRUE
KF161739.1,TRUE
KF161740.1,TRUE
KF161741.1,TRUE
KF161742.1,TRUE
KF161743.1,TRUE
KF161744.1,TRUE
KF161745.1,TRUE
KF161746.1,TRUE
KF161747.1,TRUE
KF161748.1,FALSE
KF161749.1,TRUE
KF161750.1,TRUE
KF161751.1,TRUE
KF161752.1,TRUE
KF161753.1,TRUE
KF161754.1,TRUE
KF161755.1,TRUE
KF161756.1,TRUE
KF161757.1,TRUE
KF161758.1,TRUE
KF161759.1,TRUE
KF161760.1,TRUE
KF161761.1,TRUE
KF161762.1,TRUE
KF161763.1,TRUE
KF161764.1,TRUE
KF161765.1,TRUE
KF161766.1,TRUE
KF161767.1,TRUE
KF161768.1,TRUE
KF161769.1,TRUE
KF161770.1,TRUE
KF161771.1,TRUE
KF161772.1,TRUE
KF161773.1,TRUE
KF161774.1,TRUE
KF161775.1,TRUE
KF161776.1,TRUE
KF161777.1,FALSE
KF161778.1,TRUE
KF161779.1,TRUE
KF161780.1,TRUE
KF161781.1,TRUE
KF161782.1,TRUE
KF161783.1,TRUE
KF161784.1,TRUE
KF161785.1,FALSE
KF161786.1,TRUE
KF161787.1,TRUE
KF161788.1,TRUE
KF161789.1,TRUE
KF161790.1,TRUE
KF161791.1,TRUE
KF161792.1,FALSE
KF161793.1,TRUE
KF161794.1,TRUE
KF161795.1,TRUE
KF161796.1,TRUE
KF161797.1,TRUE
KF161798.1,TRUE
KF161799.1,TRUE
KF161800.1,FALSE
KF161801.1,TRUE
KF161802.1,TRUE
KF161803.1,TRUE
KF161804.1,TRUE
KF161805.1,TRUE
KF161806.1,TRUE
KF161807.1,TRUE
KF161808.1,TRUE
KF161809.1,TRUE
KF161810.1,TRUE
KF161811.1,TRUE
KF161812.1,TRUE
KF161813.1,TRUE
KF161814.1,TRUE
KF161815.1,TRUE
KF161816.1,TRUE
KF161817.1,TRUE
KF161818.1,TRUE
KF161819.1,TRUE
KF161820.1,TRUE
KF161821.1,TRUE
KF161822.1,TRUE
KF161823.1,TRUE
KF161824.1,TRUE
KF161825.1,TRUE
KF161826.1,TRUE
KF161827.1,TRUE
KF161828.1,TRUE
KF161829.1,TRUE
KF161830.1,TRUE
KF161831.1,TRUE
KF161832.1,TRUE
KF161833.1,TRUE
KF161834.1,TRUE
KF161835.1,TRUE
KF161836.1,TRUE
KF161837.1,TRUE
KF161838.1,TRUE
KF161839.1,TRUE
KF161840.1,FALSE
KF161841.1,TRUE
KF161842.1,TRUE
KF161843.1,TRUE
KF161844.1,TRUE
KF161845.1,TRUE
KF161846.1,TRUE
KF161847.1,TRUE
KF161848.1,TRUE
KF161849.1,TRUE
KF161850.1,TRUE
KF161851.1,TRUE
KF161852.1,TRUE
KF161853.1,TRUE
KF161854.1,TRUE
KF161855.1,TRUE
KF161856.1,TRUE
KF161857.1,TRUE
KF161858.1,TRUE
KF161859.1,TRUE
KF161860.1,TRUE
KF161861.1,TRUE
KF161862.1,TRUE
KF161863.1,TRUE
KF161864.1,TRUE
KF161865.1,TRUE
KF161866.1,TRUE
KF161867.1,TRUE
KF161868.1,TRUE
KF161869.1,TRUE
KF161870.1,FALSE
KF161871.1,TRUE
KF161872.1,TRUE
KF161873.1,TRUE
KF161874.1,TRUE
KF161875.1,TRUE
KF161876.1,TRUE
KF161877.1,TRUE
KF161878.1,TRUE
KF161879.1,TRUE
KF161880.1,FALSE
KF161881.1,TRUE
KF161882.1,TRUE
KF161883.1,TRUE
KF161884.1,TRUE
KF161885.1,TRUE
KF161886.1,TRUE
KF161887.1,TRUE
KF161888.1,TRUE
KF161889.1,TRUE
KF161890.1,TRUE
KF161891.1,TRUE
KF161892.1,TRUE
KF161893.1,TRUE
KF161894.1,TRUE
KF161895.1,TRUE
KF161896.1,TRUE
KF161897.1,TRUE
KF161898.1,TRUE
KF161899.1,TRUE
KF161900.1,TRUE
KF161901.1,TRUE
KF161902.1,TRUE
KF161903.1,TRUE
KF161904.1,TRUE
KF161905.1,TRUE
KF161906.1,TRUE
KF161907.1,TRUE
KF161908.1,TRUE
KF161909.1,TRUE
KF161910.1,TRUE
KF161911.1,TRUE
KF161912.1,TRUE
KF161913.1,TRUE
KF161914.1,TRUE
KF161915.1,TRUE
KF161916.1,TRUE
KF161917.1,TRUE
KF161918.1,TRUE
KF161919.1,TRUE
KF161920.1,TRUE
KF161921.1,TRUE
KF161922.1,TRUE
KF161923.1,TRUE
KF161924.1,TRUE
KF161925.1,TRUE
KF161926.1,TRUE
KF161927.1,TRUE
KF161928.1,TRUE
KF161929.1,TRUE
KF161930.1,TRUE
KF161931.1,TRUE
KF161932.1,TRUE
KF161933.1,TRUE
KF161934.1,TRUE
KF161935.1,TRUE
KF161936.1,FALSE
KF161937.1,TRUE
KF161938.1,TRUE
KF161939.1,TRUE
KF161940.1,TRUE
KF161941.1,TRUE
KF161942.1,TRUE
KF161943.1,TRUE
KF161944.1,TRUE
KF161945.1,TRUE
KF161946.1,TRUE
KF161947.1,TRUE
KF161948.1,TRUE
KF161949.1,TRUE
KF161950.1,TRUE
KF161951.1,TRUE
KF161952.1,TRUE
KF161953.1,TRUE
KF161954.1,TRUE
KF161955.1,TRUE
KF161956.1,TRUE
KF161957.1,TRUE
KF161958.1,TRUE
KF161959.1,TRUE
KF161960.1,TRUE
KF161961.1,TRUE
KF161963.1,TRUE
KF161964.1,TRUE
KF161965.1,TRUE
KF161966.1,FALSE
KF161967.1,TRUE
KF161969.1,TRUE
KF161970.1,TRUE
KF161971.1,TRUE
KF161972.1,TRUE
KF161973.1,TRUE
KF161974.1,TRUE
KF161975.1,TRUE
KF161976.1,TRUE
KF161977.1,FALSE
KF161978.1,FALSE
KF161979.1,TRUE
KF161980.1,TRUE
KF161981.1,FALSE
KF161982.1,TRUE
KF161983.1,TRUE
KF161984.1,TRUE
KF161985.1,TRUE
KF161986.1,TRUE
KF161987.1,TRUE
KF161988.1,TRUE
KF161989.1,TRUE
KF161990.1,TRUE
KF161991.1,TRUE
KF161992.1,TRUE
KF161993.1,TRUE
KF161994.1,TRUE
KF161995.1,TRUE
KF161996.1,TRUE
KF161997.1,TRUE
KF161998.1,TRUE
KF161999.1,TRUE
KF162000.1,TRUE
KF162001.1,FALSE
KF162002.1,TRUE
KF162003.1,TRUE
KF162004.1,TRUE
KF162005.1,TRUE
KF162006.1,TRUE
KF162007.1,TRUE
KF162008.1,TRUE
KF162009.1,TRUE
KF162010.1,TRUE
KF162011.1,TRUE
KF162012.1,TRUE
KF162013.1,FALSE
KF162014.1,TRUE
KF162015.1,TRUE
KF162016.1,TRUE
KF162017.1,TRUE
KF162018.1,TRUE
KF162019.1,TRUE
KF162020.1,TRUE
KF162021.1,TRUE
KF162022.1,TRUE
KF162023.1,TRUE
KF162024.1,TRUE
KF162025.1,TRUE
KF162026.1,FALSE
KF162027.1,TRUE
KF162028.1,TRUE
KF162029.1,TRUE
KF162030.1,TRUE
KF162031.1,TRUE
KF162032.1,FALSE
KF162033.1,TRUE
KF162034.1,TRUE
KF162035.1,TRUE
KF162036.1,TRUE
KF162037.1,TRUE
KF162038.1,TRUE
KF162039.1,TRUE
KF162040.1,TRUE
KF162041.1,TRUE
KF162042.1,TRUE
KF162043.1,TRUE
KF162044.1,TRUE
KF162045.1,TRUE
KF162046.1,TRUE
KF162047.1,FALSE
KF162048.1,TRUE
KF162049.1,TRUE
KF162050.1,TRUE
KF162051.1,TRUE
KF162052.1,TRUE
KF162053.1,TRUE
KF162054.1,FALSE
KF162055.1,TRUE
KF162056.1,TRUE
KF162057.1,TRUE
KF162058.1,TRUE
KF162059.1,TRUE
KF162060.1,TRUE
KF162061.1,TRUE
KF162062.1,TRUE
KF162063.1,TRUE
KF162064.1,TRUE
KF162065.1,TRUE
KF162066.1,FALSE
KF162067.1,TRUE
KF162068.1,TRUE
KF162069.1,TRUE
KF162070.1,TRUE
KF162071.1,TRUE
KF162072.1,TRUE
KF162073.1,TRUE
KF162074.1,TRUE
KF162075.1,TRUE
KF162076.1,TRUE
KF162077.1,TRUE
KF162078.1,TRUE
KF162079.1,TRUE
KF162080.1,TRUE
KF162081.1,TRUE
KF162082.1,TRUE
KF162083.1,TRUE
KF162084.1,TRUE
KF162085.1,TRUE
KF162086.1,TRUE
KF162087.1,TRUE
KF162088.1,TRUE
KF162089.1,TRUE
KF162090.1,TRUE
KF162091.1,TRUE
KF162092.1,TRUE
KF162093.1,TRUE
KF162094.1,TRUE
KF162095.1,TRUE
KF162096.1,TRUE
KF162097.1,TRUE
KF162098.1,TRUE
KF162099.1,TRUE
KF162100.1,TRUE
KF162101.1,TRUE
KF162102.1,TRUE
KF162103.1,TRUE
KF162104.1,TRUE
KF162105.1,TRUE
KF162106.1,TRUE
KF162107.1,TRUE
KF162108.1,TRUE
KF162109.1,TRUE
KF162110.1,TRUE
KF162111.1,TRUE
KF162112.1,TRUE
KF162113.1,TRUE
KF162114.1,TRUE
KF162115.1,TRUE
KF162116.1,TRUE
KF162117.1,TRUE
KF162118.1,TRUE
KF162119.1,TRUE
KF162120.1,TRUE
KF162121.1,TRUE
KF162122.1,TRUE
KF162123.1,FALSE
KF162124.1,TRUE
KF162125.1,TRUE
KF162126.1,TRUE
KF162127.1,TRUE
KF162128.1,TRUE
KF162129.1,FALSE
KF162130.1,TRUE
KF162131.1,TRUE
KF162132.1,FALSE
KF162133.1,TRUE
KF162134.1,TRUE
KF162135.1,TRUE
KF162136.1,TRUE
KF162137.1,TRUE
KF162138.1,TRUE
KF162139.1,TRUE
KF162140.1,TRUE
KF162141.1,TRUE
KF162142.1,FALSE
KF162143.1,TRUE
KF162144.1,TRUE
KF162145.1,TRUE
KF162146.1,TRUE
KF162147.1,TRUE
KF162148.1,TRUE
KF162149.1,TRUE
KF162150.1,TRUE
KF162151.1,TRUE
KF162152.1,TRUE
KF162153.1,FALSE
KF162154.1,FALSE
KF162155.1,FALSE
KF162156.1,TRUE
KF162157.1,TRUE
KF162158.1,TRUE
KF162159.1,TRUE
KF162160.1,TRUE
KF162161.1,TRUE
KF162162.1,TRUE
KF162163.1,TRUE
KF162164.1,TRUE
KF162165.1,TRUE
KF162166.1,FALSE
KF162167.1,FALSE
KF162168.1,TRUE
KF162169.1,TRUE
KF162170.1,TRUE
KF162171.1,TRUE
KF162172.1,TRUE
KF162173.1,TRUE
KF162174.1,TRUE
KF162175.1,TRUE
KF162176.1,TRUE
KF162177.1,TRUE
KF162178.1,TRUE
KF162179.1,TRUE
KF162180.1,TRUE
KF162181.1,TRUE
KF162182.1,TRUE
KF162183.1,TRUE
KF162184.1,TRUE
KF162185.1,TRUE
KF162186.1,TRUE
KF162187.1,TRUE
KF162188.1,TRUE
KF162189.1,TRUE
KF162190.1,TRUE
KF162191.1,TRUE
KF162192.1,TRUE
KF162193.1,TRUE
KF162194.1,TRUE
KF162195.1,TRUE
KF162196.1,TRUE
KF162197.1,TRUE
KF162198.1,TRUE
KF162199.1,TRUE
KF162200.1,TRUE
KF162202.1,TRUE
KF162203.1,FALSE
KF162204.1,FALSE
KF162206.1,FALSE
KF162208.1,TRUE
KF162209.1,FALSE
KF162211.1,TRUE
KF162212.1,TRUE
KF162213.1,TRUE
KF162214.1,FALSE
KF162215.1,TRUE
KF162216.1,TRUE
KF162217.1,TRUE
KF162218.1,TRUE
KF162220.1,TRUE
KF162221.1,TRUE
KF162223.1,TRUE
KF162224.1,TRUE
KF162225.1,TRUE
KF162226.1,TRUE
KF162227.1,FALSE
KF162228.1,FALSE
KF162229.1,FALSE
KF162230.1,TRUE
KF162231.1,TRUE
KF162232.1,FALSE
KF162234.1,FALSE
KF162235.1,TRUE
KF162237.1,TRUE
KF162238.1,TRUE
KF162239.1,FALSE
KF162240.1,TRUE
KF162241.1,TRUE
KF162242.1,TRUE
KF162243.1,FALSE
KF162244.1,FALSE
KF162245.1,FALSE
KF162246.1,FALSE
KF162247.1,FALSE
KF162248.1,TRUE
KF162249.1,FALSE
KF162250.1,TRUE
KF162251.1,FALSE
KF162252.1,TRUE
KF162253.1,FALSE
KF162254.1,TRUE
KF162255.1,TRUE
KF162256.1,TRUE
KF162257.1,TRUE
KF162258.1,FALSE
KF162259.1,FALSE
KF162260.1,TRUE
KF162261.1,TRUE
KF162262.1,FALSE
KF162263.1,TRUE
KF162264.1,FALSE
KF162265.1,TRUE
KF162266.1,TRUE
KF162267.1,TRUE
KF162268.1,TRUE
KF162269.1,TRUE
KF162270.1,TRUE
KF162271.1,TRUE
KF162272.1,TRUE
KF162273.1,TRUE
KF162274.1,TRUE
KF162275.1,TRUE
KF162276.1,TRUE
KF162277.1,FALSE
KF162278.1,FALSE
KF162279.1,FALSE
KF162280.1,TRUE
KF162281.1,TRUE
KF162282.1,FALSE
KF162283.1,FALSE
KF162284.1,FALSE
KF162285.1,TRUE
KF162286.1,FALSE
KF162287.1,TRUE
KF162288.1,FALSE
KF162289.1,FALSE
KF162290.1,TRUE
KF162291.1,TRUE
KF162292.1,FALSE
KF162293.1,TRUE
KF162294.1,TRUE
KF162295.1,FALSE
KF162296.1,TRUE
KF162297.1,TRUE
KF162298.1,FALSE
KF162299.1,TRUE
KF162300.1,FALSE
KF162301.1,FALSE
KF162302.1,FALSE
KF162303.1,FALSE
KF162304.1,FALSE
KF162305.1,FALSE
KF162307.1,FALSE
KF162308.1,TRUE
KF162309.1,TRUE
KF162310.1,FALSE
KF162311.1,FALSE
KF162312.1,TRUE
KF162313.1,TRUE
KF162314.1,TRUE
KF162315.1,FALSE
KF162316.1,TRUE
KF162317.1,TRUE
KF162318.1,FALSE
KF162319.1,FALSE
KF162320.1,TRUE
KF162321.1,TRUE
KF162322.1,TRUE
KF162323.1,FALSE
KF162324.1,FALSE
KF162325.1,FALSE
KF162327.1,FALSE
KF162328.1,FALSE
KF162329.1,FALSE
KF162330.1,TRUE
KF162331.1,FALSE
KF162332.1,TRUE
KF162333.1,TRUE
KF162334.1,TRUE
KF162335.1,TRUE
KF162336.1,FALSE
KF162337.1,TRUE
KF162338.1,FALSE
KF162339.1,TRUE
KF162340.1,TRUE
KF162341.1,TRUE
KF162342.1,FALSE
KF162343.1,FALSE
KF162344.1,TRUE
KF162345.1,TRUE
KF162346.1,TRUE
KF162347.1,TRUE
KF162348.1,FALSE
KF162349.1,FALSE
KF162350.1,FALSE
KF162351.1,TRUE
KF162352.1,TRUE
KF162353.1,FALSE
KF162354.1,FALSE
KF162355.1,TRUE
KF162356.1,FALSE
KF162357.1,TRUE
KF162358.1,TRUE
KF162359.1,FALSE
KF162360.1,FALSE
KF162362.1,FALSE
KF162363.1,FALSE
KF162364.1,TRUE
KF162365.1,FALSE
KF162366.1,FALSE
KF162367.1,TRUE
KF162368.1,TRUE
KF162369.1,FALSE
KF162370.1,TRUE
KF162371.1,FALSE
KF162372.1,FALSE
KF162373.1,TRUE
KF162374.1,FALSE
KF162375.1,FALSE
KF162376.1,FALSE
KF162377.1,FALSE
KF162378.1,TRUE
KF162379.1,FALSE
KF162380.1,FALSE
KF162381.1,TRUE
KF162382.1,FALSE
KF162383.1,FALSE
KF162384.1,TRUE
KF162385.1,FALSE
KF162388.1,TRUE
KF162389.1,TRUE
KF162390.1,TRUE
KF162391.1,FALSE
KF162392.1,TRUE
KF162394.1,FALSE
KF162395.1,TRUE
KF162396.1,FALSE
KF162397.1,FALSE
KF162398.1,FALSE
KF162399.1,TRUE
KF162400.1,FALSE
KF162401.1,TRUE
KF162402.1,TRUE
KF162403.1,FALSE
KF162404.1,TRUE
KF162405.1,TRUE
KF162406.1,FALSE
KF162407.1,FALSE
KF162408.1,FALSE
KF162409.1,TRUE
KF162410.1,TRUE
KF162411.1,TRUE
KF162412.1,FALSE
KF162413.1,FALSE
KF162414.1,FALSE
KF162415.1,TRUE
KF162416.1,TRUE
KF162417.1,TRUE
KF162418.1,TRUE
KF162419.1,FALSE
KF162420.1,TRUE
KF162421.1,TRUE
KF162422.1,FALSE
KF162423.1,FALSE
KF162424.1,FALSE
KF162425.1,FALSE
KF162426.1,FALSE
KF162427.1,FALSE
KF162428.1,FALSE
KF162429.1,TRUE
KF162430.1,TRUE
KF162431.1,FALSE
KF162432.1,FALSE
KF162433.1,TRUE
KF162434.1,TRUE
KF162435.1,FALSE
KF162436.1,TRUE
KF162437.1,TRUE
KF162438.1,TRUE
KF162439.1,TRUE
KF162440.1,TRUE
KF162441.1,FALSE
KF162442.1,TRUE
KF162443.1,TRUE
KF162444.1,FALSE
KF162445.1,FALSE
KF162446.1,TRUE
KF162447.1,TRUE
KF162448.1,FALSE
KF162449.1,FALSE
KF162450.1,TRUE
KF162451.1,FALSE
KF162452.1,TRUE
KF162453.1,TRUE
KF162454.1,TRUE
KF162455.1,FALSE
KF162456.1,FALSE
KF162457.1,TRUE
KF162458.1,FALSE
KF162459.1,FALSE
KF162460.1,FALSE
KF162462.1,FALSE
KF162463.1,TRUE
KF162464.1,FALSE
KF162465.1,TRUE
KF162466.1,TRUE
KF162468.1,FALSE
KF162469.1,TRUE
KF162470.1,FALSE
KF162471.1,FALSE
KF162472.1,TRUE
KF162473.1,TRUE
KF162474.1,FALSE
KF162475.1,TRUE
KF162476.1,TRUE
KF162477.1,FALSE
KF162478.1,TRUE
KF162479.1,TRUE
KF162480.1,TRUE
KF162481.1,TRUE
KF162482.1,TRUE
KF162483.1,TRUE
KF162484.1,TRUE
KF162485.1,FALSE
KF162486.1,TRUE
KF162487.1,TRUE
KF162488.1,FALSE
KF162489.1,FALSE
KF162490.1,FALSE
KF162491.1,TRUE
KF162492.1,TRUE
KF162494.1,TRUE
KF162495.1,FALSE
KF162496.1,FALSE
KF162497.1,TRUE
KF162498.1,TRUE
KF162499.1,TRUE
KF162500.1,TRUE
KF162501.1,TRUE
KF162502.1,FALSE
KF162503.1,TRUE
KF162504.1,TRUE
KF162505.1,TRUE
KF162506.1,FALSE
KF162507.1,TRUE
KF162508.1,TRUE
KF162509.1,FALSE
KF162510.1,FALSE
KF162511.1,FALSE
KF162512.1,FALSE
KF162513.1,TRUE
KF162514.1,FALSE
KF162515.1,TRUE
KF162516.1,TRUE
KF162517.1,TRUE
KF162518.1,TRUE
KF162519.1,TRUE
KF162520.1,TRUE
KF162521.1,TRUE
KF162522.1,TRUE
KF162523.1,TRUE
KF162524.1,TRUE
KF162525.1,TRUE
KF162526.1,FALSE
KF162527.1,FALSE
KF162528.1,FALSE
KF162529.1,FALSE
KF162530.1,TRUE
KF162531.1,FALSE
KF162532.1,FALSE
KF162533.1,FALSE
KF162534.1,TRUE
KF162535.1,TRUE
KF162536.1,TRUE
KF162537.1,FALSE
KF162538.1,TRUE
KF162539.1,TRUE
KF162540.1,TRUE
KF162541.1,FALSE
KF162542.1,TRUE
KF162543.1,TRUE
KF162544.1,FALSE
KF162545.1,TRUE
KF162546.1,TRUE
KF162547.1,TRUE
KF162548.1,FALSE
KF162549.1,FALSE
KF162550.1,TRUE
KF162551.1,TRUE
KF162552.1,FALSE
KF162553.1,TRUE
KF162554.1,TRUE
KF162555.1,TRUE
KF162556.1,TRUE
KF162557.1,FALSE
KF162558.1,TRUE
KF162559.1,FALSE
KF162560.1,FALSE
KF162561.1,FALSE
KF162562.1,FALSE
KF162563.1,TRUE
KF162564.1,TRUE
KF162565.1,TRUE
KF162566.1,FALSE
KF162567.1,TRUE
KF162568.1,FALSE
KF162569.1,TRUE
KF162570.1,TRUE
KF162571.1,FALSE
KF162572.1,TRUE
KF162573.1,FALSE
KF162574.1,TRUE
KF162575.1,TRUE
KF162576.1,TRUE
KF162577.1,TRUE
KF162578.1,TRUE
KF162579.1,TRUE
KF162580.1,FALSE
KF162581.1,TRUE
KF162582.1,FALSE
KF162583.1,TRUE
KF162584.1,FALSE
KF162585.1,FALSE
KF162586.1,TRUE
KF162587.1,FALSE
KF162588.1,TRUE
KF162589.1,FALSE
KF162590.1,TRUE
KF162591.1,TRUE
KF162592.1,TRUE
KF162593.1,FALSE
KF162594.1,FALSE
KF162595.1,FALSE
KF162596.1,TRUE
KF162597.1,TRUE
KF162598.1,TRUE
KF162599.1,FALSE
KF162600.1,TRUE
KF162601.1,TRUE
KF162602.1,TRUE
KF162603.1,TRUE
KF162604.1,TRUE
KF162605.1,TRUE
KF162606.1,TRUE
KF162607.1,TRUE
KF162608.1,TRUE
KF162609.1,TRUE
KF162610.1,TRUE
KF162611.1,FALSE
KF162612.1,TRUE
KF162613.1,TRUE
KF162614.1,TRUE
KF162615.1,TRUE
KF162616.1,TRUE
KF162617.1,TRUE
KF162618.1,TRUE
KF162619.1,TRUE
KF162620.1,TRUE
KF162621.1,TRUE
KF162622.1,TRUE
KF162623.1,TRUE
KF162624.1,TRUE
KF162625.1,TRUE
KF162626.1,TRUE
KF162627.1,TRUE
KF162628.1,TRUE
KF162629.1,TRUE
KF162630.1,TRUE
KF162631.1,TRUE
KF162632.1,TRUE
KF162633.1,TRUE
KF162634.1,FALSE
KF162635.1,FALSE
KF162636.1,TRUE
KF162637.1,TRUE
KF162638.1,TRUE
KF162639.1,TRUE
KF162640.1,TRUE
KF162641.1,TRUE
KF162642.1,TRUE
KF162643.1,TRUE
KF162644.1,TRUE
KF162645.1,TRUE
KF162646.1,TRUE
KF162647.1,TRUE
KF162648.1,TRUE
KF162649.1,TRUE
KF162650.1,TRUE
KF162651.1,TRUE
KF162652.1,TRUE
KF162653.1,TRUE
KF162654.1,TRUE
KF162655.1,TRUE
KF162656.1,TRUE
KF162657.1,TRUE
KF162658.1,TRUE
KF162659.1,TRUE
KF162660.1,TRUE
KF162661.1,TRUE
KF162662.1,TRUE
KF162663.1,TRUE
KF162664.1,TRUE
KF162665.1,TRUE
KF162666.1,TRUE
KF162667.1,TRUE
KF162668.1,TRUE
KF162669.1,TRUE
KF162670.1,TRUE
KF162671.1,TRUE
KF162672.1,TRUE
KF162673.1,TRUE
KF162674.1,TRUE
KF162675.1,TRUE
KF162676.1,TRUE
KF162677.1,TRUE
KF162678.1,TRUE
KF162679.1,TRUE
KF162680.1,TRUE
KF162681.1,TRUE
KF162682.1,TRUE
KF162683.1,TRUE
KF162684.1,TRUE
KF162685.1,TRUE
KF162686.1,TRUE
KF162687.1,TRUE
KF162688.1,TRUE
KF162689.1,TRUE
KF162690.1,TRUE
KF162691.1,TRUE
KF162692.1,TRUE
KF162693.1,TRUE
KF162694.1,TRUE
KF162695.1,TRUE
KF162696.1,TRUE
KF162697.1,TRUE
KF162698.1,TRUE
KF162699.1,TRUE
KF162700.1,TRUE
KF162701.1,TRUE
KF162702.1,TRUE
KF162703.1,TRUE
KF162704.1,TRUE
KF162705.1,TRUE
KF162706.1,FALSE
KF162707.1,TRUE
KF162708.1,TRUE
KF162709.1,TRUE
KF162710.1,TRUE
KF162711.1,TRUE
KF162712.1,TRUE
KF162713.1,TRUE
KF162714.1,TRUE
KF162715.1,TRUE
KF162716.1,TRUE
KF162717.1,TRUE
KF162718.1,TRUE
KF162719.1,TRUE
KF162720.1,TRUE
KF162721.1,TRUE
KF162723.1,TRUE
KF162724.1,TRUE
KF162725.1,TRUE
KF162726.1,TRUE
KF162727.1,TRUE
KF162728.1,TRUE
KF162729.1,TRUE
KF162730.1,TRUE
KF162731.1,TRUE
KF162732.1,TRUE
KF162733.1,TRUE
KF162734.1,TRUE
KF162735.1,TRUE
KF162736.1,TRUE
KF162737.1,TRUE
KF162738.1,TRUE
KF162739.1,TRUE
KF162740.1,TRUE
KF162741.1,TRUE
KF162742.1,TRUE
KF162743.1,TRUE
KF162744.1,TRUE
KF162745.1,TRUE
KF162746.1,TRUE
KF162747.1,TRUE
KF162748.1,TRUE
KF162749.1,TRUE
KF162750.1,TRUE
KF162751.1,TRUE
KF162752.1,TRUE
KF162753.1,TRUE
KF162754.1,FALSE
KF162755.1,TRUE
KF162756.1,TRUE
KF162757.1,TRUE
KF162758.1,TRUE
KF162759.1,TRUE
KF162760.1,TRUE
KF162761.1,TRUE
KF162762.1,TRUE
KF162763.1,TRUE
KF162764.1,TRUE
KF162765.1,TRUE
KF162766.1,TRUE
KF162767.1,TRUE
KF162768.1,TRUE
KF162769.1,TRUE
KF162770.1,TRUE
KF162771.1,TRUE
KF162772.1,TRUE
KF162773.1,TRUE
KF162774.1,TRUE
KF162775.1,TRUE
KF162776.1,FALSE
KF162777.1,TRUE
KF162778.1,TRUE
KF162779.1,TRUE
KF162780.1,TRUE
KF162781.1,TRUE
KF162782.1,TRUE
KF162783.1,TRUE
KF162784.1,TRUE
KF162785.1,TRUE
KF162786.1,TRUE
KF162787.1,TRUE
KF162788.1,TRUE
KF162789.1,TRUE
KF162790.1,FALSE
KF162791.1,TRUE
KF162792.1,TRUE
KF162793.1,TRUE
KF162794.1,TRUE
KF162795.1,TRUE
KF162796.1,TRUE
KF162797.1,TRUE
KF162798.1,TRUE
KF162799.1,TRUE
KF162800.1,TRUE
KF162801.1,TRUE
KF162802.1,TRUE
KF162803.1,TRUE
KF162804.1,TRUE
